"Dates","Category","Descript","DayOfWeek","PdDistrict","Resolution","Address","X","Y"
"2003-09-05 10:43:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","TENDERLOIN","ARREST, BOOKED","200 Block of MCALLISTER ST",-122.415754575208,37.780719182394
"2003-09-05 09:01:00","WARRANTS","WARRANT ARREST","Friday","TARAVAL","ARREST, BOOKED","SAN JOSE AV / GOETHE ST",-122.458822988989,37.7084449580293
"2003-09-05 04:00:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","RICHMOND","ARREST, BOOKED","4100 Block of ANZA ST",-122.492637676244,37.7777430435313
"2003-09-05 02:31:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","NORTHERN","ARREST, BOOKED","VAN NESS AV / BUSH ST",-122.421949487554,37.7884881520906
"2003-09-04 22:15:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Thursday","TENDERLOIN","ARREST, CITED","ELLIS ST / HYDE ST",-122.416075285059,37.7844496612562
"2003-09-04 22:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","BAYVIEW","NONE","100 Block of SWEENY ST",-122.408403087702,37.7328760122773
"2003-09-04 21:45:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Thursday","TENDERLOIN","ARREST, CITED","HYDE ST / OFARRELL ST",-122.416261836841,37.7853750846147
"2003-09-04 21:30:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Thursday","TENDERLOIN","ARREST, CITED","600 Block of OFARRELL ST",-122.415357786653,37.7855449803674
"2003-09-04 21:20:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Thursday","TENDERLOIN","ARREST, CITED","OFARRELL ST / HYDE ST",-122.416261836841,37.7853750846147
"2003-09-04 21:00:00","WARRANTS","WARRANT ARREST","Thursday","MISSION","ARREST, BOOKED","500 Block of DOLORES ST",-122.426153349478,37.7606186794333
"2003-09-04 20:30:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Thursday","TENDERLOIN","ARREST, CITED","HYDE ST / OFARRELL ST",-122.416261836841,37.7853750846147
"2003-09-04 20:04:00","WARRANTS","WARRANT ARREST","Thursday","TENDERLOIN","ARREST, BOOKED","100 Block of OFARRELL ST",-122.407244087032,37.7865647607685
"2003-09-04 20:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","CENTRAL","NONE","0 Block of LOMBARD ST",-122.402668100979,37.8041564396814
"2003-09-04 19:46:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Thursday","CENTRAL","ARREST, BOOKED","300 Block of BAY ST",-122.412803753,37.8057739875696
"2003-09-04 19:15:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Thursday","TENDERLOIN","ARREST, BOOKED","OFARRELL ST / HYDE ST",-122.416261836841,37.7853750846147
"2003-09-04 19:15:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Thursday","TENDERLOIN","ARREST, BOOKED","OFARRELL ST / HYDE ST",-122.416261836841,37.7853750846147
"2003-09-04 18:52:00","WARRANTS","WARRANT ARREST","Thursday","TENDERLOIN","ARREST, BOOKED","300 Block of ELLIS ST",-122.411987643595,37.7850226622786
"2003-09-04 18:30:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","TENDERLOIN","ARREST, BOOKED","300 Block of JONES ST",-122.412758846145,37.7843997500192
"2003-09-04 15:04:00","WARRANTS","WARRANT ARREST","Thursday","TENDERLOIN","ARREST, BOOKED","500 Block of OFARRELL ST",-122.413798415869,37.7856297942374
"2003-09-04 15:00:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-09-04 05:00:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Thursday","NORTHERN","ARREST, CITED","BUSH ST / POLK ST",-122.420307355728,37.7886989511418
"2003-09-03 22:10:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday","SOUTHERN","ARREST, BOOKED","900 Block of MARKET ST",-122.409708423721,37.7828276498838
"2003-09-03 20:40:00","WARRANTS","WARRANT ARREST","Wednesday","SOUTHERN","ARREST, BOOKED","700 Block of MARKET ST",-122.405359371753,37.7859774761625
"2003-09-03 19:45:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","SOUTHERN","ARREST, BOOKED","STEVENSON ST / 6TH ST",-122.409696355566,37.7817540588482
"2003-09-03 19:31:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","SOUTHERN","ARREST, BOOKED","6TH ST / MINNA ST",-122.408162953864,37.7805345385049
"2003-09-03 18:15:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","TARAVAL","ARREST, BOOKED","2400 Block of 31ST AV",-122.488549779228,37.7415296053051
"2003-09-03 17:12:00","WARRANTS","WARRANT ARREST","Wednesday","BAYVIEW","ARREST, BOOKED","4900 Block of 3RD ST",-122.391243431227,37.7336342023099
"2003-09-03 15:40:00","WARRANTS","WARRANT ARREST","Wednesday","SOUTHERN","ARREST, BOOKED","900 Block of MARKET ST",-122.408595110869,37.7837069301545
"2003-09-03 12:18:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Wednesday","NORTHERN","ARREST, BOOKED","LINDEN ST / BUCHANAN ST",-122.427822418257,37.7757866700696
"2003-09-03 09:45:00","WARRANTS","WARRANT ARREST","Wednesday","NORTHERN","ARREST, BOOKED","500 Block of FULTON ST",-122.425839480353,37.7784863750012
"2003-09-03 09:00:00","WARRANTS","ENROUTE TO ADULT AUTHORITY","Wednesday","MISSION","ARREST, BOOKED","100 Block of LANDERS ST",-122.427798605971,37.76590072101
"2003-09-03 01:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","CENTRAL","NONE","BAY ST / POLK ST",-122.42346807297,37.8043542492874
"2003-09-02 19:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","PARK","NONE","1700 Block of EDDY ST",-122.43644305449,37.7808493247624
"2003-09-02 19:16:00","WARRANTS","WARRANT ARREST","Tuesday","CENTRAL","ARREST, BOOKED","700 Block of GEARY ST",-122.415632654294,37.7863587808386
"2003-09-02 17:30:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Tuesday","NORTHERN","ARREST, CITED","2200 Block of VAN NESS AV",-122.423340546898,37.7962454397193
"2003-09-02 15:15:00","WARRANTS","WARRANT ARREST","Tuesday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-09-02 13:35:00","WARRANTS","WARRANT ARREST","Tuesday","BAYVIEW","ARREST, BOOKED","PHELPS ST / KIRKWOOD AV",-122.39183425239,37.7392287557399
"2003-09-02 10:11:00","WARRANTS","WARRANT ARREST","Tuesday","SOUTHERN","ARREST, BOOKED","1000 Block of MARKET ST",-122.411071423064,37.7817511307229
"2003-09-02 10:00:00","WARRANTS","WARRANT ARREST","Tuesday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-09-02 07:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","BAYVIEW","NONE","INGALLS ST / WALLACE AV",-122.387369116923,37.725354266148
"2003-09-02 04:45:00","WARRANTS","WARRANT ARREST","Tuesday","PARK","ARREST, BOOKED","EDDY ST / SCOTT ST",-122.437262577491,37.7808016284831
"2003-09-02 00:10:00","WARRANTS","WARRANT ARREST","Tuesday","CENTRAL","ARREST, BOOKED","1200 Block of BUSH ST",-122.417841550946,37.7889536872317
"2003-09-01 21:45:00","WARRANTS","WARRANT ARREST","Monday","BAYVIEW","ARREST, BOOKED","0 Block of NORTHRIDGE RD",-122.375512968635,37.730806609582
"2003-09-01 18:57:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","RICHMOND","NONE","400 Block of 6TH AV",-122.464279879446,37.7800332991006
"2003-09-01 18:30:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","SOUTHERN","ARREST, BOOKED","800 Block of MARKET ST",-122.406690592261,37.7852071918419
"2003-09-01 17:06:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","SOUTHERN","ARREST, BOOKED","0 Block of 6TH ST",-122.40942036456,37.7816150265786
"2003-09-01 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","TENDERLOIN","NONE","600 Block of ELLIS ST",-122.416893710739,37.7842860480389
"2003-09-01 16:48:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Monday","CENTRAL","ARREST, BOOKED","COLUMBUS AV / MASON ST",-122.412911739499,37.802182844786
"2003-09-01 16:38:00","WARRANTS","WARRANT ARREST","Monday","NORTHERN","ARREST, BOOKED","1200 Block of EDDY ST",-122.428223303176,37.7818959488603
"2003-09-01 14:06:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","INGLESIDE","NONE","1300 Block of GOETTINGEN ST",-122.40177267372,37.7154637501952
"2003-09-01 12:52:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","TARAVAL","ARREST, BOOKED","2200 Block of 44TH AV",-122.502604851077,37.7446530029634
"2003-09-01 12:03:00","WARRANTS","WARRANT ARREST","Monday","BAYVIEW","ARREST, BOOKED","LA SALLE AV / PHELPS ST",-122.3923960047,37.7386044256839
"2003-09-01 09:58:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Monday","SOUTHERN","ARREST, BOOKED","0 Block of 6TH ST",-122.408913229808,37.7812116507663
"2003-09-01 09:45:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","NORTHERN","NONE","ELLIS ST / LAGUNA ST",-122.427587021566,37.7829846991438
"2003-09-01 09:02:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-09-01 01:10:00","WARRANTS","WARRANT ARREST","Monday","NORTHERN","ARREST, BOOKED","1600 Block of POST ST",-122.428992673997,37.7857262026184
"2003-08-24 22:25:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","NORTHERN","ARREST, BOOKED","1100 Block of LARKIN ST",-122.418445946252,37.7882184507651
"2003-08-24 22:20:00","WARRANTS","WARRANT ARREST","Sunday","NORTHERN","ARREST, BOOKED","SACRAMENTO ST / GOUGH ST",-122.425804925321,37.7908727424932
"2003-08-24 21:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","INGLESIDE","NONE","100 Block of EXCELSIOR AV",-122.432483319531,37.7256287274831
"2003-08-24 21:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","MISSION","NONE","26TH ST / FOLSOM ST",-122.41377130481,37.7493045778704
"2003-08-24 19:58:00","WARRANTS","WARRANT ARREST","Sunday","SOUTHERN","ARREST, BOOKED","TURK ST / MASON ST",-122.408953598286,37.7832878735491
"2003-08-24 19:41:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","MISSION","NONE","3600 Block of 26TH ST",-122.421945338019,37.7488656979775
"2003-08-24 19:08:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Sunday","BAYVIEW","ARREST, BOOKED","1400 Block of SHAFTER AV",-122.387977804168,37.7294150332369
"2003-08-24 18:21:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","RICHMOND","ARREST, BOOKED","1400 Block of BAKER ST",-122.443019399793,37.7843798927107
"2003-08-24 16:10:00","WARRANTS","WARRANT ARREST","Sunday","CENTRAL","ARREST, BOOKED","300 Block of SACRAMENTO ST",-122.399581796572,37.7942621172345
"2003-08-24 09:00:00","WARRANTS","WARRANT ARREST","Sunday","BAYVIEW","JUVENILE BOOKED","3RD ST / REVERE AV",-122.391522893085,37.7324323864785
"2003-08-24 00:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","CENTRAL","NONE","300 Block of COLUMBUS AV",-122.406842913454,37.7980587205991
"2003-08-23 23:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","NORTHERN","NONE","1900 Block of VAN NESS AV",-122.42313274758,37.793479960825
"2003-08-23 23:15:00","WARRANTS","WARRANT ARREST","Saturday","PARK","ARREST, BOOKED","HAIGHT ST / ASHBURY ST",-122.446933310948,37.7700061988409
"2003-08-23 23:00:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Saturday","TARAVAL","ARREST, BOOKED","0 Block of MONTANA ST",-122.455066927816,37.7165642303623
"2003-08-23 22:20:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","TARAVAL","NONE","2700 Block of SLOAT BL",-122.503634267407,37.7356088317975
"2003-08-23 22:00:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Saturday","PARK","NONE","100 Block of ALPINE TR",-122.437452716172,37.7681151236303
"2003-08-23 18:30:00","WARRANTS","WARRANT ARREST","Saturday","PARK","ARREST, BOOKED","2600 Block of GEARY BL",-122.446612978839,37.7822458223917
"2003-08-23 18:30:00","VANDALISM","DAMAGE/DESTRUCTION OF MAIL","Saturday","INGLESIDE","NONE","1600 Block of ALEMANY BL",-122.436633817346,37.7258258537122
"2003-08-23 18:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","BAYVIEW","NONE","800 Block of JAMESTOWN AV",-122.391149944463,37.7172230540399
"2003-08-23 17:45:00","WARRANTS","WARRANT ARREST","Saturday","BAYVIEW","ARREST, BOOKED","0 Block of OSCEOLA LN",-122.383085144615,37.7317523387371
"2003-08-23 16:37:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday","MISSION","ARREST, BOOKED","1000 Block of POTRERO AV",-122.406539115148,37.7564864109309
"2003-08-23 15:30:00","WARRANTS","WARRANT ARREST","Saturday","MISSION","ARREST, BOOKED","MISSION ST / 18TH ST",-122.419360352769,37.7618358012422
"2003-08-23 12:52:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Saturday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-08-23 11:20:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","MISSION","NONE","3800 Block of 24TH ST",-122.42798739544,37.7516164969942
"2003-08-23 08:13:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Saturday","NORTHERN","ARREST, BOOKED","POLK ST / OFARRELL ST",-122.41954956879,37.7849590112399
"2003-08-23 01:49:00","WARRANTS","WARRANT ARREST","Saturday","CENTRAL","ARREST, BOOKED","400 Block of BROADWAY ST",-122.404282497745,37.7982249345487
"2003-08-22 23:40:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Friday","NORTHERN","ARREST, BOOKED","HEMLOCK ST / POLK ST",-122.420021471054,37.7872807075879
"2003-08-22 22:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","NORTHERN","NONE","1200 Block of GOLDEN GATE AV",-122.431098051937,37.779617141304
"2003-08-22 21:15:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Friday","NORTHERN","ARREST, BOOKED","POST ST / LARKIN ST",-122.418274171667,37.7870372043456
"2003-08-22 20:30:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","BAYVIEW","ARREST, BOOKED","0 Block of CARR ST",-122.396888581292,37.7217457711253
"2003-08-22 20:23:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-08-22 19:45:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Friday","MISSION","ARREST, BOOKED","18TH ST / ALABAMA ST",-122.412051228029,37.7616441977496
"2003-08-22 19:20:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","CENTRAL","NONE","STOCKTON ST / SUTTER ST",-122.406958660609,37.7894347629811
"2003-08-22 19:00:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Friday","TARAVAL","NONE","2700 Block of SLOAT BL",-122.503634267407,37.7356088317975
"2003-08-22 18:57:00","WARRANTS","WARRANT ARREST","Friday","SOUTHERN","ARREST, BOOKED","1000 Block of MARKET ST",-122.411071423064,37.7817511307229
"2003-08-22 18:50:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","SOUTHERN","ARREST, BOOKED","1000 Block of MISSION ST",-122.409795194505,37.7800356268394
"2003-08-22 18:20:00","WARRANTS","WARRANT ARREST","Friday","INGLESIDE","ARREST, BOOKED","5200 Block of DIAMOND HEIGHTS BL",-122.439065944959,37.7442774766877
"2003-08-22 18:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","CENTRAL","NONE","800 Block of FRONT ST",-122.400039962995,37.7992056387497
"2003-08-22 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","CENTRAL","NONE","1000 Block of WASHINGTON ST",-122.410940056689,37.7945246981773
"2003-08-22 13:27:00","WARRANTS","WARRANT ARREST","Friday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-08-22 11:45:00","WARRANTS","WARRANT ARREST","Friday","BAYVIEW","ARREST, BOOKED","800 Block of MARIN ST",-122.385046999902,37.7492028830106
"2003-08-22 09:01:00","WARRANTS","WARRANT ARREST","Friday","PARK","ARREST, BOOKED","500 Block of COLE ST",-122.450378709035,37.7700363945073
"2003-08-21 21:55:00","WARRANTS","ENROUTE TO ADULT AUTHORITY","Thursday","TENDERLOIN","ARREST, BOOKED","400 Block of EDDY ST",-122.41506687647,37.7835634796332
"2003-08-21 20:45:00","WARRANTS","WARRANT ARREST","Thursday","MISSION","ARREST, BOOKED","400 Block of CASTRO ST",-122.435150099812,37.7617597243598
"2003-08-21 20:05:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","ARREST, BOOKED","300 Block of 11TH ST",-122.413287527194,37.7711962032376
"2003-08-21 20:00:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Thursday","RICHMOND","NONE","300 Block of 22ND AV",-122.48151733866,37.7811778066689
"2003-08-21 19:16:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-08-21 18:30:00","WARRANTS","WARRANT ARREST","Thursday","MISSION","ARREST, BOOKED","2900 Block of 17TH ST",-122.412671982665,37.7642255808524
"2003-08-21 18:00:00","WARRANTS","WARRANT ARREST","Thursday","MISSION","ARREST, BOOKED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-08-21 17:30:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Thursday","NORTHERN","ARREST, CITED","700 Block of ELLIS ST",-122.418562097105,37.7841847091303
"2003-08-21 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","BAYVIEW","NONE","2400 Block of BAY SHORE BL",-122.403799035442,37.7107297122746
"2003-08-21 15:43:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","ARREST, BOOKED","MARKET ST / 6TH ST",-122.410293519697,37.7822305869807
"2003-08-21 15:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","NORTHERN","NONE","300 Block of HAYES ST",-122.4221592568,37.7769310143242
"2003-08-21 13:55:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","ARREST, BOOKED","1100 Block of MARKET ST",-122.413564091744,37.779514030063
"2003-08-21 13:35:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Thursday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-08-21 12:51:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","TENDERLOIN","ARREST, BOOKED","0 Block of TAYLOR ST",-122.41055128181,37.7825025590102
"2003-08-21 12:27:00","WARRANTS","WARRANT ARREST","Thursday","NORTHERN","ARREST, BOOKED","PAGE ST / OCTAVIA ST",-122.424059564237,37.7738758568453
"2003-08-21 11:05:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","ARREST, CITED","700 Block of MARKET ST",-122.405359371753,37.7859774761625
"2003-08-21 03:50:00","WARRANTS","WARRANT ARREST","Thursday","TENDERLOIN","ARREST, BOOKED","0 Block of MASON ST",-122.409268441444,37.7837998723601
"2003-08-20 23:54:00","WARRANTS","WARRANT ARREST","Wednesday","TENDERLOIN","ARREST, BOOKED","400 Block of EDDY ST",-122.41506687647,37.7835634796332
"2003-08-20 22:25:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday","CENTRAL","NONE","1800 Block of POWELL ST",-122.411180707476,37.8016356542782
"2003-08-20 21:50:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-08-20 21:45:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","PARK","NONE","CLARENDON AV / OLYMPIA WY",-122.45644962603,37.7514825614397
"2003-08-20 21:30:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","MISSION","ARREST, BOOKED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-08-20 20:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","BAYVIEW","NONE","100 Block of ALBATROSS CT",-122.372202831457,37.7283811943587
"2003-08-20 18:20:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-08-20 17:45:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-08-20 17:30:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","MISSION","ARREST, CITED","FOLSOM ST / 17TH ST",-122.415155941062,37.7636979308928
"2003-08-20 12:40:00","WARRANTS","WARRANT ARREST","Wednesday","TENDERLOIN","ARREST, BOOKED","0 Block of CYRIL MAGNIN STORTH ST",-122.40864858783,37.7849124714319
"2003-08-20 10:00:00","WARRANTS","WARRANT ARREST","Wednesday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-08-20 09:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","CENTRAL","NONE","SUTTER ST / STOCKTON ST",-122.406958660609,37.7894347629811
"2003-08-20 08:31:00","WARRANTS","WARRANT ARREST","Wednesday","MISSION","ARREST, BOOKED","400 Block of CASTRO ST",-122.435012093789,37.7617677182954
"2003-08-20 07:02:00","WARRANTS","WARRANT ARREST","Wednesday","NORTHERN","ARREST, BOOKED","700 Block of ELLIS ST",-122.418562097105,37.7841847091303
"2003-08-20 02:14:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","MISSION","ARREST, BOOKED","17TH ST / SOUTH VAN NESS AV",-122.417332582598,37.7635718955939
"2003-08-19 23:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","BAYVIEW","NONE","0 Block of CASHMERE ST",-122.382745395519,37.7356587886342
"2003-08-19 23:00:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Tuesday","TARAVAL","NONE","1500 Block of 46TH AV",-122.505798978192,37.7576053334091
"2003-08-19 22:51:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Tuesday","MISSION","ARREST, CITED","19TH ST / CAPP ST",-122.418120086498,37.7603012340443
"2003-08-19 19:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","TARAVAL","NONE","NORIEGA ST / 45TH AV",-122.504330609859,37.7530101139206
"2003-08-19 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","NORTHERN","NONE","1700 Block of BROADWAY ST",-122.425883179049,37.7953651840524
